1000 4981
924 809 112
924 949 995
925 160 761
925 266 85
925 356 296
925 600 254
925 608 624
925 657 937
926 271 989
926 556 557
926 708 666
926 729 347
926 789 983
927 97 741
927 343 518
927 479 933
927 666 497
928 87 177
928 159 -122
928 172 710
928 206 597
928 366 257
928 442 632
928 551 198
928 658 614
928 716 703
929 69 -61
929 77 613
929 324 1
929 354 525
929 589 -108
929 598 -336
929 719 -197
929 948 305
930 11 598
930 178 78
930 249 643
930 303 794
930 351 -156
930 418 617
930 451 245
930 534 -395
930 717 1000
930 744 895
930 785 923
931 148 199
931 562 116
931 601 554
931 750 265
931 886 279
932 18 372
932 195 639
932 490 719
932 578 235
932 634 251
932 686 707
932 775 232
932 944 771
933 51 533
933 200 402
933 280 -144
933 335 77
933 509 122
933 532 793
933 593 722
933 735 -495
933 886 470
934 137 620
934 251 872
934 529 499
935 13 834
935 201 815
935 205 174
935 342 954
935 360 583
935 425 211
935 801 73
935 853 58
935 901 923
935 990 466
936 435 61
936 900 179
936 933 574
937 997 104
938 21 192
938 109 998
938 485 362
938 576 394
938 578 791
939 117 495
939 572 970
939 904 184
939 928 939
940 13 541
940 107 -340
940 118 -458
940 310 921
940 359 493
940 527 483
940 631 642
940 659 143
940 674 499
940 743 606
940 889 510
940 947 110
941 32 299
941 118 775
941 145 456
941 220 -407
941 260 739
941 661 813
941 807 958
941 828 639
942 92 -289
942 276 912
942 315 721
942 355 231
942 389 963
942 641 810
942 820 -422
943 30 404
943 195 255
943 281 -168
943 688 595
943 814 996
943 865 377
944 270 621
944 464 155
944 712 113
944 784 102
944 991 854
946 347 87
946 837 582
947 92 691
947 216 783
947 230 733
947 268 52
947 528 -285
947 782 -5
947 842 76
948 287 882
948 577 615
948 587 -203
948 662 960
948 663 70
948 821 907
949 18 364
949 154 186
949 202 64
949 605 719
950 185 329
950 246 753
950 292 565
950 442 24
950 604 704
950 668 913
950 966 666
951 134 290
951 457 516
951 820 543
951 878 993
951 881 721
951 931 595
952 169 10
953 148 570
953 185 267
953 225 207
953 365 987
953 538 -414
953 579 178
953 595 640
953 693 822
953 818 830
953 957 629
954 10 353
954 161 870
954 405 -421
954 737 333
954 946 -130
955 349 687
956 490 -369
956 657 -156
956 762 55
957 147 992
957 196 707
957 257 672
957 384 -203
957 527 133
957 611 502
957 882 824
957 899 424
957 904 235
958 28 111
958 339 -300
958 537 -141
958 562 702
958 693 437
959 1 193
959 98 37
959 149 377
959 333 744
959 557 548
960 163 118
960 168 991
960 247 -167
960 389 877
960 534 232
960 614 240
960 923 668
960 941 168
961 36 637
961 198 818
961 403 425
961 601 774
962 23 785
962 611 938
962 921 895
963 140 163
963 375 887
963 732 163
963 804 357
964 24 565
964 278 937
964 322 -217
964 565 -419
964 709 -74
964 968 115
965 25 695
965 104 87
965 116 550
965 693 812
965 847 36
965 901 0
966 151 354
966 174 964
966 207 7
966 283 881
966 640 831
966 694 916
966 739 401
966 862 78
967 78 153
967 326 53
967 398 412
967 621 172
967 734 309
967 815 377
967 857 465
967 886 584
968 20 29
968 35 211
968 159 886
968 197 51
968 528 3
968 616 39
968 927 454
969 143 839
969 269 933
969 525 64
969 737 -295
969 794 419
970 61 806
970 254 -160
970 454 217
970 514 521
970 642 200
970 682 991
970 804 652
971 119 527
971 166 -408
971 505 849
971 561 491
971 615 289
971 658 489
971 693 283
971 736 228
971 881 405
972 65 741
972 258 961
972 268 175
972 667 952
972 719 361
972 925 220
973 581 587
973 944 237
974 475 617
974 985 283
975 50 517
975 181 769
975 257 927
975 576 653
975 669 716
976 457 809
976 657 303
976 796 879
977 62 25
977 128 337
977 264 527
977 448 -140
977 935 959
978 102 318
978 490 272
978 746 194
978 909 671
979 558 480
979 723 858
979 805 976
980 367 963
980 452 190
980 602 689
980 729 916
980 812 335
981 141 858
981 729 -306
981 957 109
982 108 507
982 165 612
982 326 88
982 383 -39
983 21 241
983 558 826
983 624 704
985 305 98
985 330 454
985 424 230
985 839 494
985 873 280
985 882 699
985 893 621
985 913 329
986 104 202
986 313 980
986 726 267
986 898 93
987 72 88
987 344 796
987 838 164
987 899 47
988 65 -81
988 83 542
988 341 92
988 405 912
988 519 604
988 570 465
989 249 967
989 253 603
989 343 437
989 675 353
989 877 253
990 84 266
990 543 -459
990 664 691
990 970 322
991 72 257
991 200 959
991 268 833
991 736 708
992 174 798
992 673 704
992 746 867
993 365 917
993 412 470
994 236 155
994 409 173
994 540 391
994 734 500
994 737 585
994 933 259
994 963 147
996 6 109
996 209 602
996 338 454
996 364 729
996 554 320
996 694 800
996 750 265
996 832 757
997 64 826
997 72 729
997 332 406
997 767 455
998 416 640
998 465 306
998 530 765
998 536 584
998 573 734
998 597 -138
998 671 470
999 156 750
999 378 862
999 482 651
999 599 65
999 710 228
999 913 39
171 606
